ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
700,Bob,35,Other,100,30,2023-01-01,Electronics,10
701,Charlie,25,Other,400,20,,Furniture,5
703,Bob,35,Female,248,25,,Clothing,15
704,David,27,Other,248,30,2023-02-15,Clothing,13
706,David,35,Female,400,25,2023-02-15,Furniture,10
707,Eve,20,Male,100,30,2023-02-15,Furniture,15
710,Alice,25,Other,300,30,,Grocery,20
711,Eve,35,Female,400,20,,Furniture,10
712,Eve,20,Unknown,100,25,2023-02-15,Electronics,13
713,Bob,30,Other,300,20,,Clothing,15
714,Charlie,20,Other,248,30,,Furniture,13
716,David,27,Male,400,20,,Electronics,13
717,Bob,27,Other,400,40,2023-01-01,Grocery,15
718,Bob,35,Female,248,40,,Grocery,10
719,Bob,25,Unknown,400,10,,Electronics,5
720,Bob,25,Other,400,30,,Electronics,13
723,Bob,35,Other,300,30,2023-02-15,Clothing,10
724,David,25,Male,300,40,,Clothing,15
725,Alice,27,Female,200,20,2023-01-01,Grocery,13
726,Alice,25,Unknown,400,25,2023-02-15,Electronics,10
727,David,27,Unknown,248,40,,Grocery,20
729,Charlie,30,Female,200,25,,Furniture,13
731,Eve,27,Female,100,20,,Furniture,5
732,Eve,30,Male,400,25,2023-01-01,Electronics,10
733,David,30,Other,248,10,,Electronics,13
734,Bob,27,Male,100,25,2023-02-15,Electronics,10
735,Alice,27,Unknown,100,25,,Clothing,20
736,Bob,25,Unknown,200,20,2023-02-15,Clothing,10
737,Alice,27,Unknown,248,30,2023-02-15,Furniture,13
738,David,35,Male,248,40,2023-02-15,Grocery,10
739,David,27,Unknown,100,20,2023-02-15,Grocery,5
740,Eve,35,Unknown,248,10,,Furniture,5
741,Bob,27,Other,200,40,,Clothing,15
743,Bob,35,Female,200,20,,Furniture,20
744,Eve,20,Female,400,30,,Grocery,5
745,Charlie,35,Female,100,10,2023-02-15,Furniture,15
746,Charlie,25,Male,248,10,2023-01-01,Furniture,10
747,Charlie,35,Female,200,20,2023-02-15,Electronics,20
748,Charlie,27,Male,100,30,,Clothing,13
749,Alice,27,Male,100,20,2023-02-15,Electronics,15
750,Charlie,25,Female,400,25,,Clothing,15
751,David,30,Female,248,25,,Furniture,5
752,David,27,Male,248,30,2023-02-15,Clothing,20
753,Alice,20,Other,200,20,2023-02-15,Grocery,5
754,Charlie,25,Unknown,200,30,2023-01-01,Electronics,5
755,Charlie,35,Unknown,100,20,2023-02-15,Furniture,20
756,Charlie,35,Unknown,248,20,2023-02-15,Grocery,10
757,Eve,20,Other,248,25,2023-01-01,Clothing,15
758,Bob,27,Male,200,40,2023-02-15,Clothing,5
759,Eve,25,Female,300,10,2023-02-15,Grocery,15
760,Bob,20,Male,100,10,2023-02-15,Clothing,20
761,Charlie,27,Male,248,30,2023-02-15,Electronics,10
763,Eve,35,Other,400,25,,Clothing,10
764,Eve,25,Unknown,300,40,2023-02-15,Furniture,20
765,Bob,30,Unknown,200,20,2023-01-01,Clothing,10
766,David,25,Male,200,20,2023-02-15,Furniture,13
767,Bob,30,Other,200,25,,Clothing,5
768,Eve,25,Unknown,400,10,2023-01-01,Clothing,10
769,Eve,30,Other,200,20,2023-01-01,Furniture,20
770,Alice,35,Female,400,10,2023-02-15,Electronics,10
773,David,30,Other,248,30,,Electronics,10
774,Bob,35,Unknown,300,40,2023-02-15,Clothing,20
776,Alice,20,Female,300,10,,Electronics,5
777,Bob,35,Unknown,248,10,,Electronics,13
779,Charlie,35,Other,248,25,,Furniture,15
780,Alice,30,Female,400,25,2023-02-15,Grocery,13
781,Bob,20,Unknown,248,25,,Furniture,5
782,Alice,30,Male,300,25,,Clothing,15
783,Alice,35,Female,200,20,2023-01-01,Furniture,15
784,Charlie,30,Unknown,300,25,2023-02-15,Grocery,15
785,Eve,20,Other,400,20,,Grocery,20
786,Alice,20,Unknown,100,30,2023-01-01,Electronics,13
787,Bob,30,Male,248,25,2023-01-01,Clothing,13
788,David,25,Female,100,30,2023-01-01,Electronics,13
789,Alice,35,Unknown,400,25,2023-01-01,Furniture,13
790,Alice,35,Male,248,30,2023-02-15,Furniture,20
792,Eve,25,Unknown,300,30,2023-01-01,Electronics,5
793,David,20,Female,400,20,,Electronics,15
794,Bob,27,Other,248,10,,Electronics,20
795,David,27,Other,300,30,,Electronics,20
796,Bob,30,Male,400,10,,Grocery,13
798,Bob,25,Male,100,40,2023-02-15,Clothing,5
799,Charlie,35,Female,300,20,2023-01-01,Clothing,15
800,Charlie,20,Other,248,20,,Clothing,10
801,Charlie,25,Male,300,30,2023-02-15,Grocery,15
804,Eve,20,Unknown,400,10,2023-01-01,Grocery,5
805,Bob,30,Male,200,25,2023-02-15,Electronics,20
806,Bob,25,Unknown,200,40,,Furniture,20
807,Charlie,30,Unknown,100,30,2023-02-15,Electronics,10
808,Charlie,25,Unknown,300,40,2023-02-15,Clothing,15
809,Alice,35,Female,200,20,2023-01-01,Electronics,13
810,Eve,30,Male,100,10,,Grocery,10
811,David,30,Male,400,10,2023-02-15,Clothing,13
812,Bob,27,Unknown,300,20,,Furniture,13
813,Alice,30,Female,248,25,,Clothing,10
814,Alice,25,Unknown,400,20,2023-02-15,Electronics,15
818,Alice,35,Male,400,40,2023-02-15,Clothing,10
820,David,20,Other,248,25,,Grocery,10
821,Alice,27,Female,248,10,,Furniture,20
823,Bob,27,Male,248,30,,Grocery,13
824,Charlie,35,Male,400,25,,Grocery,13
825,Alice,30,Unknown,300,40,,Clothing,20
826,Eve,30,Other,248,40,2023-01-01,Clothing,5
827,Bob,30,Female,400,20,2023-02-15,Furniture,5
828,David,27,Male,300,30,2023-02-15,Furniture,15
829,Bob,30,Other,248,25,,Electronics,20
830,Alice,20,Female,300,30,2023-01-01,Furniture,15
831,David,30,Other,248,40,,Clothing,20
832,Charlie,35,Female,100,25,,Grocery,13
833,Bob,20,Female,100,10,2023-02-15,Electronics,20
834,Alice,30,Female,400,10,2023-01-01,Furniture,10
835,Eve,30,Female,200,25,,Grocery,15
836,David,25,Other,100,30,2023-02-15,Clothing,20
838,Bob,20,Unknown,300,10,,Electronics,20
839,Charlie,25,Other,300,10,2023-01-01,Grocery,5
840,Charlie,35,Other,200,40,2023-01-01,Clothing,15
841,Eve,27,Unknown,400,25,2023-01-01,Clothing,13
842,Eve,20,Other,248,30,,Electronics,13
843,Alice,30,Female,200,40,,Electronics,20
844,Alice,20,Male,200,30,2023-01-01,Furniture,13
845,Eve,30,Male,200,10,,Furniture,13
846,Eve,27,Unknown,200,25,,Electronics,15
847,David,30,Other,200,20,,Electronics,20
848,Charlie,35,Other,400,25,2023-02-15,Grocery,15
849,Alice,30,Unknown,100,20,,Furniture,20
850,Charlie,35,Male,248,40,2023-01-01,Clothing,13
851,Charlie,27,Female,100,20,,Furniture,20
852,Eve,27,Other,200,20,,Furniture,20
853,David,20,Unknown,100,40,2023-02-15,Electronics,10
854,Bob,35,Female,400,25,2023-02-15,Electronics,20
855,David,35,Unknown,300,40,2023-02-15,Furniture,10
858,David,25,Male,400,20,,Furniture,15
860,Charlie,25,Unknown,400,40,,Furniture,15
861,Alice,35,Other,200,40,2023-02-15,Electronics,13
862,Bob,30,Female,300,25,2023-02-15,Electronics,20
863,Charlie,27,Other,248,30,2023-01-01,Electronics,10
864,Bob,20,Male,300,30,,Clothing,5
865,Charlie,25,Female,248,30,2023-02-15,Electronics,20
866,Eve,27,Unknown,200,25,2023-01-01,Electronics,13
867,David,35,Other,248,40,,Furniture,15
870,David,20,Other,400,20,,Electronics,13
871,Charlie,25,Male,400,30,,Electronics,13
872,David,35,Unknown,300,20,2023-01-01,Electronics,20
873,Alice,20,Other,200,25,,Furniture,5
874,David,27,Unknown,100,10,,Furniture,5
875,Alice,25,Female,248,25,,Furniture,15
877,Alice,27,Other,200,25,2023-02-15,Clothing,20
879,Eve,20,Unknown,400,20,,Furniture,20
880,Charlie,30,Unknown,200,30,2023-02-15,Grocery,13
881,David,25,Other,200,10,2023-02-15,Clothing,15
882,Eve,20,Male,200,25,2023-02-15,Electronics,13
884,Charlie,20,Female,248,10,,Clothing,15
885,Alice,27,Female,300,20,2023-01-01,Grocery,20
886,Bob,35,Other,248,10,2023-01-01,Clothing,20
888,Eve,27,Male,300,40,,Furniture,13
889,Bob,27,Female,100,30,2023-02-15,Electronics,15
890,David,30,Female,400,25,2023-02-15,Furniture,13
891,Bob,27,Other,248,25,,Furniture,15
893,Bob,25,Unknown,300,25,,Furniture,5
894,David,20,Female,200,25,,Furniture,15
897,Alice,25,Male,200,30,2023-02-15,Grocery,10
898,Alice,25,Female,400,30,2023-02-15,Furniture,15
899,Alice,35,Other,400,20,,Clothing,15
900,Charlie,27,Unknown,248,10,2023-01-01,Electronics,20
901,Charlie,25,Female,100,20,,Electronics,13
904,David,27,Unknown,248,25,,Grocery,10
905,David,27,Other,300,40,,Furniture,10
908,Charlie,20,Other,200,20,2023-02-15,Electronics,15
909,Alice,27,Other,400,10,2023-02-15,Furniture,5
910,Bob,20,Other,400,40,,Grocery,13
914,Alice,25,Other,200,30,2023-02-15,Electronics,15
917,Charlie,35,Unknown,100,30,2023-01-01,Electronics,15
919,Eve,27,Unknown,400,20,,Furniture,15
920,David,30,Male,248,10,2023-01-01,Furniture,13
921,Charlie,20,Other,400,10,,Electronics,15
922,Eve,25,Unknown,400,40,,Furniture,15
923,Eve,20,Male,200,20,,Grocery,13
925,Charlie,20,Female,248,10,,Grocery,10
926,Charlie,35,Unknown,248,20,,Furniture,15
927,Bob,35,Unknown,300,25,,Electronics,20
928,David,27,Female,100,20,,Electronics,13
929,Alice,25,Other,100,20,2023-01-01,Grocery,15
930,Eve,30,Female,248,25,,Furniture,15
932,Alice,30,Female,300,30,2023-02-15,Furniture,5
933,Bob,20,Unknown,100,30,,Furniture,10
934,Charlie,35,Unknown,248,10,,Electronics,10
935,Eve,25,Other,200,20,,Clothing,15
938,Alice,35,Male,400,25,2023-02-15,Electronics,15
939,Alice,25,Unknown,200,10,2023-02-15,Furniture,10
940,Alice,25,Unknown,248,10,,Electronics,15
941,Bob,25,Male,300,10,,Furniture,13
942,Eve,20,Male,248,25,,Clothing,20
943,Charlie,27,Other,200,40,,Clothing,5
944,Charlie,25,Female,300,10,,Grocery,20
945,Charlie,27,Other,100,30,,Furniture,15
946,Charlie,20,Male,100,20,2023-02-15,Electronics,10
947,Bob,27,Unknown,248,40,,Electronics,13
948,David,30,Male,300,40,2023-01-01,Electronics,15
949,Eve,27,Unknown,248,25,,Grocery,5
951,David,20,Unknown,300,25,2023-01-01,Electronics,13
952,Charlie,25,Unknown,248,25,2023-01-01,Clothing,13
953,David,30,Female,300,30,2023-01-01,Electronics,15
954,Eve,25,Male,200,10,,Electronics,5
955,Alice,25,Other,300,40,2023-02-15,Electronics,15
957,Eve,35,Unknown,248,10,2023-01-01,Electronics,13
960,Alice,25,Unknown,300,10,,Grocery,15
961,David,25,Other,400,40,2023-01-01,Clothing,5
962,Bob,20,Other,300,25,,Electronics,13
963,Bob,35,Female,248,40,2023-02-15,Electronics,15
964,Eve,20,Other,248,25,,Electronics,20
966,Bob,25,Male,248,20,2023-01-01,Furniture,20
967,Alice,30,Male,248,20,2023-02-15,Clothing,15
968,Eve,27,Unknown,300,20,,Electronics,10
969,David,27,Male,100,25,2023-01-01,Furniture,15
970,Eve,25,Female,300,10,2023-01-01,Furniture,10
971,David,20,Male,100,30,,Furniture,20
972,Eve,30,Unknown,248,30,2023-02-15,Clothing,13
973,Eve,35,Female,100,20,2023-01-01,Furniture,13
974,Eve,25,Male,248,10,,Electronics,15
975,David,30,Female,100,40,,Electronics,5
976,David,30,Female,100,10,2023-01-01,Grocery,15
978,Bob,30,Unknown,100,30,,Furniture,10
984,Bob,35,Other,300,10,2023-02-15,Electronics,13
985,Charlie,30,Unknown,400,40,,Clothing,15
986,Charlie,27,Male,400,20,2023-01-01,Furniture,20
987,Eve,30,Other,300,10,2023-01-01,Furniture,20
988,David,35,Other,248,40,,Electronics,5
989,Charlie,27,Other,248,30,,Electronics,20
991,Bob,20,Male,200,10,,Clothing,10
992,Charlie,25,Unknown,400,40,,Furniture,10
993,David,25,Unknown,300,10,,Grocery,15
994,Bob,20,Other,248,40,,Electronics,10
995,Eve,25,Male,248,10,2023-01-01,Grocery,10
996,Bob,25,Female,300,20,2023-01-01,Furniture,13
997,Alice,20,Other,400,20,,Electronics,15
998,Alice,20,Unknown,300,10,,Furniture,10
999,David,30,Male,200,10,,Electronics,5
1000,Charlie,30,Unknown,200,25,,Furniture,10
1001,David,20,Unknown,300,10,2023-01-01,Grocery,15
1002,David,35,Male,400,10,,Clothing,20
1003,David,25,Other,248,20,,Electronics,13
1004,David,30,Male,200,10,2023-01-01,Grocery,13
1005,Eve,25,Other,200,30,2023-02-15,Furniture,15
1006,Eve,27,Unknown,400,10,,Grocery,10
1007,Bob,20,Male,200,25,,Electronics,5
1008,Alice,35,Female,200,40,2023-02-15,Grocery,10
1009,David,27,Other,400,20,2023-01-01,Furniture,10
1011,Alice,27,Other,248,40,2023-02-15,Clothing,13
1012,Charlie,20,Male,248,30,,Clothing,10
1014,Alice,20,Male,248,25,,Electronics,20
1015,Charlie,30,Other,300,20,,Grocery,15
1016,Alice,27,Other,200,30,2023-01-01,Grocery,15
1019,Bob,30,Unknown,100,10,2023-02-15,Furniture,15
1020,David,27,Other,100,20,,Furniture,10
1021,Alice,25,Female,100,25,,Clothing,13
1022,Alice,35,Other,100,20,,Electronics,20
1023,Charlie,20,Male,200,40,2023-01-01,Electronics,5
1025,Alice,25,Female,400,40,2023-01-01,Clothing,20
1026,Eve,30,Unknown,200,20,2023-02-15,Clothing,5
1027,Alice,20,Unknown,200,10,,Furniture,5
1028,Bob,20,Unknown,300,40,,Grocery,10
1029,David,30,Male,400,40,2023-02-15,Electronics,5
1030,Alice,35,Unknown,100,10,,Clothing,13
1031,Eve,27,Unknown,200,10,,Furniture,5
1032,Bob,35,Other,100,30,,Furniture,13
1033,Alice,25,Male,400,10,2023-01-01,Furniture,10
1034,Charlie,27,Female,248,20,,Grocery,13
1035,David,35,Female,248,25,,Clothing,20
1038,Charlie,25,Female,100,25,2023-01-01,Furniture,15
1039,Bob,25,Male,200,30,,Furniture,13
1040,Bob,27,Other,300,20,2023-02-15,Grocery,10
1041,Charlie,20,Other,100,25,2023-02-15,Furniture,13
1042,Bob,27,Male,400,10,,Clothing,13
1043,Charlie,35,Female,248,10,,Furniture,13
1044,Alice,20,Male,300,20,,Furniture,20
1045,Charlie,35,Male,100,30,,Clothing,20
1046,Charlie,20,Unknown,200,25,,Electronics,13
1048,Charlie,25,Unknown,200,30,,Furniture,5
1049,Charlie,30,Other,248,40,,Clothing,15
1051,David,27,Male,100,30,,Grocery,5
1052,Eve,20,Other,100,10,,Electronics,20
1053,Alice,25,Unknown,200,10,,Furniture,20
1054,Alice,27,Male,200,40,2023-01-01,Electronics,20
1055,Eve,35,Other,300,10,2023-02-15,Furniture,13
1056,Charlie,30,Unknown,300,10,2023-01-01,Furniture,13
1057,Bob,25,Male,300,30,,Furniture,20
1058,David,20,Male,100,30,2023-01-01,Electronics,20
1059,Bob,35,Female,300,10,2023-01-01,Grocery,15
1060,Eve,27,Female,100,30,,Clothing,5
1061,Alice,30,Unknown,248,25,2023-02-15,Clothing,5
1062,Alice,20,Unknown,400,40,2023-01-01,Grocery,10
1063,David,27,Unknown,248,25,2023-01-01,Grocery,10
1064,Alice,27,Male,100,25,,Furniture,10
1065,Alice,25,Unknown,100,10,,Furniture,13
1066,David,25,Male,400,10,,Clothing,13
1067,David,20,Unknown,200,25,,Furniture,15
1068,Eve,27,Male,200,25,,Furniture,13
1069,Alice,25,Male,200,20,,Grocery,10
1070,Alice,30,Female,300,20,,Electronics,20
1073,Charlie,25,Unknown,300,30,2023-02-15,Furniture,20
1074,Charlie,20,Female,200,20,,Furniture,13
1076,Alice,20,Unknown,400,25,2023-01-01,Grocery,15
1080,Bob,30,Male,300,10,2023-02-15,Furniture,10
1081,Alice,20,Male,100,20,,Furniture,15
1083,Bob,27,Unknown,300,20,,Furniture,10
1085,David,25,Other,100,10,,Grocery,5
1086,Alice,25,Other,248,20,2023-02-15,Furniture,5
1087,Bob,25,Female,248,20,2023-02-15,Electronics,15
1088,Charlie,35,Unknown,248,30,2023-02-15,Furniture,15
1089,David,27,Female,100,30,2023-02-15,Grocery,20
1090,Alice,35,Female,200,10,2023-01-01,Grocery,15
1091,Eve,20,Male,100,20,,Furniture,5
1092,Charlie,20,Other,400,25,2023-01-01,Clothing,10
1095,Charlie,25,Male,400,40,2023-01-01,Grocery,10
1096,Bob,30,Male,400,10,,Furniture,10
1097,David,35,Male,300,20,2023-02-15,Clothing,5
1098,Alice,20,Unknown,200,20,,Electronics,10
1100,Bob,35,Unknown,200,30,,Clothing,15
1102,Alice,30,Male,300,20,2023-02-15,Furniture,20
1104,Charlie,25,Other,300,40,,Electronics,15
1105,Charlie,25,Female,100,40,,Furniture,13
1106,Eve,35,Other,100,20,2023-01-01,Grocery,13
1107,Alice,25,Unknown,248,30,,Clothing,20
1109,Charlie,20,Female,200,40,2023-02-15,Furniture,10
1110,Charlie,35,Other,200,40,,Furniture,10
1112,David,20,Unknown,200,20,2023-02-15,Grocery,13
1114,Charlie,25,Male,200,10,2023-01-01,Grocery,13
1116,David,27,Male,400,25,,Furniture,20
1117,David,30,Female,400,10,2023-02-15,Electronics,5
1118,Eve,27,Other,100,25,,Electronics,5
1119,Eve,20,Unknown,300,10,,Furniture,10
1120,Bob,27,Other,248,10,,Electronics,10
1121,Bob,20,Male,400,30,,Grocery,5
1122,Alice,20,Male,400,40,,Furniture,5
1123,Eve,27,Other,200,30,2023-02-15,Grocery,10
1124,Charlie,20,Unknown,400,10,,Furniture,20
1125,Eve,25,Female,200,40,,Grocery,20
1126,Charlie,20,Other,200,40,,Grocery,20
1127,David,35,Male,300,40,,Electronics,20
1128,Eve,20,Male,100,25,,Furniture,10
1130,Bob,20,Other,200,20,,Electronics,13
1131,Bob,20,Female,300,30,2023-02-15,Grocery,13
1132,Alice,27,Female,200,25,,Grocery,13
1135,Charlie,30,Male,248,40,,Grocery,15
1137,Bob,27,Unknown,100,30,2023-01-01,Clothing,15
1138,Charlie,25,Male,400,20,,Electronics,10
1139,David,27,Other,200,10,,Furniture,5
1142,Eve,20,Male,400,20,,Clothing,15
1143,Alice,25,Other,200,10,,Furniture,20
1144,Bob,25,Other,248,10,,Clothing,15
1145,Eve,35,Male,248,20,2023-02-15,Furniture,20
1146,David,27,Other,400,25,2023-02-15,Electronics,20
1148,David,25,Other,300,40,2023-02-15,Electronics,15
1149,Bob,20,Male,400,40,2023-02-15,Furniture,5
1151,Alice,20,Male,248,40,2023-01-01,Clothing,15
1152,Bob,27,Female,100,10,,Grocery,10
1153,Charlie,35,Other,200,25,2023-01-01,Clothing,10
1154,Alice,25,Unknown,100,20,2023-02-15,Grocery,10
1155,Bob,30,Male,300,20,2023-02-15,Clothing,20
1156,Charlie,35,Female,400,10,2023-02-15,Furniture,10
1157,Alice,30,Unknown,248,10,,Electronics,13
1158,Alice,35,Male,200,25,,Grocery,15
1159,Bob,20,Unknown,248,40,,Furniture,15
1160,Eve,27,Female,100,25,2023-01-01,Electronics,20
1161,Alice,30,Unknown,100,20,2023-01-01,Electronics,20
1165,Bob,25,Male,400,10,2023-02-15,Grocery,5
1166,Bob,35,Female,100,20,2023-01-01,Grocery,20
1167,Eve,25,Female,100,30,2023-02-15,Electronics,10
1168,Eve,20,Unknown,100,40,,Grocery,5
1169,Bob,25,Other,248,40,2023-01-01,Electronics,5
1170,Eve,25,Unknown,300,40,2023-01-01,Furniture,20
1171,Charlie,35,Other,100,30,,Clothing,10
1172,Bob,20,Unknown,300,25,,Electronics,20
1173,Eve,25,Female,300,10,,Electronics,20
1174,Bob,27,Unknown,200,40,,Furniture,10
1178,Alice,25,Other,248,10,,Electronics,5
1179,Eve,30,Unknown,200,10,,Electronics,13
1180,Alice,20,Male,100,20,,Grocery,20
1181,Bob,35,Unknown,300,20,,Grocery,13
1182,David,20,Unknown,400,10,2023-02-15,Clothing,13
1183,Eve,35,Other,200,40,2023-02-15,Clothing,13
1184,Bob,20,Male,248,20,,Grocery,15
1185,Eve,30,Male,100,30,,Electronics,15
1186,Charlie,30,Other,248,30,2023-01-01,Furniture,13
1187,Alice,20,Female,400,10,,Grocery,20
1188,Charlie,25,Male,300,25,,Electronics,13
1189,Bob,30,Male,400,10,,Grocery,13
1191,Eve,35,Female,248,40,,Grocery,13
1193,Eve,35,Unknown,400,25,2023-02-15,Electronics,20
1195,Eve,20,Other,100,25,2023-02-15,Grocery,20
1197,Bob,20,Other,200,25,,Furniture,15
1200,Bob,27,Other,100,30,,Clothing,15
1201,Bob,35,Male,200,30,,Furniture,20
1202,David,35,Male,400,20,,Electronics,20
1204,Alice,30,Unknown,300,25,,Furniture,5
1205,Charlie,25,Other,300,20,,Electronics,15
1206,Eve,25,Male,248,40,,Furniture,10
1207,David,20,Male,200,10,,Clothing,5
1208,Charlie,25,Male,300,30,,Electronics,15
1209,Bob,20,Unknown,100,10,2023-02-15,Electronics,10
1211,Eve,35,Other,248,10,2023-02-15,Grocery,5
1212,Charlie,30,Other,100,10,2023-02-15,Electronics,13
1213,Charlie,35,Other,300,40,2023-01-01,Electronics,10
1214,David,35,Male,248,30,2023-02-15,Clothing,20
1215,Alice,27,Female,200,10,,Clothing,20
1216,Charlie,25,Unknown,248,40,2023-01-01,Clothing,20
1218,Bob,25,Male,100,10,,Electronics,5
1219,Eve,35,Other,248,40,2023-02-15,Clothing,13
1220,Alice,20,Other,400,25,,Clothing,13
1221,Bob,35,Male,400,20,,Furniture,20
1222,David,25,Unknown,400,30,,Furniture,13
1223,David,35,Unknown,400,10,2023-02-15,Clothing,10
1225,Charlie,27,Female,200,40,2023-02-15,Grocery,15
1226,David,25,Female,248,30,2023-01-01,Furniture,15
1227,Charlie,35,Unknown,100,25,2023-01-01,Furniture,20
1228,Alice,25,Other,400,20,2023-02-15,Electronics,20
1229,Charlie,27,Female,400,30,2023-02-15,Electronics,15
1230,Eve,35,Female,100,10,,Clothing,5
1231,Charlie,35,Other,100,40,2023-01-01,Electronics,15
1232,Bob,25,Female,400,25,2023-01-01,Electronics,13
1233,Alice,25,Male,200,40,2023-01-01,Grocery,15
1235,Bob,27,Other,248,30,2023-02-15,Clothing,5
1236,Eve,20,Male,248,40,,Grocery,20
1237,Alice,35,Female,200,40,,Clothing,20
1239,Alice,35,Male,200,40,2023-02-15,Clothing,15
1240,Alice,35,Male,400,25,,Electronics,10
1242,Eve,30,Unknown,400,20,,Grocery,20
1243,Charlie,35,Female,248,40,,Grocery,5
1244,Bob,25,Female,100,25,,Furniture,20
1245,Alice,35,Other,400,20,2023-01-01,Grocery,20
1246,Charlie,30,Other,248,25,2023-02-15,Furniture,5
1247,Charlie,25,Male,200,40,2023-01-01,Electronics,15
1248,Bob,35,Unknown,400,40,,Grocery,15
1250,David,27,Other,100,10,2023-01-01,Furniture,13
1251,David,35,Male,400,25,,Grocery,10
1252,Charlie,25,Male,248,10,,Electronics,13
1255,Charlie,30,Other,400,20,,Electronics,20
1256,Eve,27,Female,400,25,2023-02-15,Grocery,10
1257,David,30,Male,248,10,2023-01-01,Clothing,10
1258,Charlie,30,Male,300,30,2023-01-01,Grocery,10
1259,Charlie,35,Male,400,10,2023-02-15,Furniture,20
1260,Alice,30,Other,300,20,,Furniture,20
1261,Eve,27,Other,200,10,2023-02-15,Grocery,13
1262,Alice,30,Other,400,40,2023-01-01,Furniture,20
1263,Bob,27,Other,300,40,,Clothing,15
1264,Alice,30,Unknown,200,30,,Clothing,15
1266,David,30,Female,400,10,,Furniture,20
1267,Charlie,30,Unknown,248,40,2023-02-15,Grocery,15
1269,Alice,27,Other,248,40,2023-02-15,Clothing,5
1271,Alice,27,Other,100,25,2023-01-01,Electronics,5
1272,Bob,20,Male,200,40,,Furniture,13
1273,Alice,30,Other,248,20,2023-02-15,Grocery,15
1274,David,27,Other,300,25,,Clothing,20
1276,Bob,25,Male,100,40,2023-01-01,Grocery,20
1277,Alice,27,Male,400,20,,Furniture,20
1278,Eve,27,Male,248,40,,Grocery,15
1279,Bob,20,Female,300,30,,Furniture,10
1280,Bob,30,Male,100,10,2023-01-01,Furniture,10
1281,Alice,25,Other,200,30,2023-02-15,Furniture,5
1283,Eve,30,Female,100,25,2023-02-15,Furniture,20
1284,Bob,25,Male,100,30,2023-02-15,Grocery,13
1285,Eve,35,Other,300,30,,Electronics,13
1286,Alice,35,Female,400,25,,Grocery,5
1288,Bob,20,Female,400,10,,Furniture,5
1289,Charlie,25,Female,200,40,,Electronics,15
1291,Bob,20,Unknown,200,10,,Clothing,15
1292,David,20,Male,100,40,,Clothing,15
1293,Charlie,30,Unknown,300,40,,Clothing,20
1294,Bob,30,Female,300,30,,Electronics,15
1295,Charlie,20,Other,200,20,,Grocery,15
1296,Bob,35,Other,200,20,2023-01-01,Electronics,20
1297,Alice,35,Male,300,10,,Electronics,10
1298,Charlie,25,Unknown,248,10,2023-01-01,Electronics,20
1299,David,27,Male,400,25,2023-02-15,Clothing,5
1300,David,25,Female,400,20,,Grocery,10
1301,Eve,25,Unknown,300,10,,Electronics,13
1302,Bob,27,Male,400,25,2023-01-01,Grocery,15
1303,Charlie,20,Other,248,40,2023-02-15,Furniture,10
1304,Eve,35,Other,248,10,,Electronics,13
1305,Charlie,25,Male,100,25,2023-01-01,Electronics,20
1306,Bob,27,Male,200,20,2023-01-01,Electronics,20
1307,David,30,Male,400,40,2023-02-15,Furniture,5
1308,Alice,25,Female,248,10,,Furniture,5
1309,David,35,Female,200,20,,Clothing,10
1311,Alice,25,Female,100,30,,Grocery,20
1313,Bob,27,Unknown,200,30,,Electronics,10
1314,Alice,30,Female,300,10,,Electronics,10
1315,Eve,30,Unknown,100,25,,Clothing,5
1317,David,35,Other,400,20,2023-01-01,Electronics,5
1319,Charlie,25,Other,400,30,2023-02-15,Clothing,10
1321,Bob,30,Male,200,10,2023-02-15,Grocery,13
1322,Charlie,35,Male,248,10,,Clothing,13
1324,Eve,35,Unknown,200,30,,Electronics,15
1325,Bob,25,Other,400,20,2023-02-15,Furniture,20
1326,Charlie,27,Unknown,400,20,,Furniture,10
1327,Charlie,35,Male,200,30,,Clothing,10
1328,David,35,Other,400,20,2023-02-15,Furniture,5
1329,Eve,27,Other,200,30,2023-01-01,Grocery,13
1330,Alice,25,Female,100,20,,Clothing,10
1331,Eve,35,Unknown,400,25,,Electronics,15
1332,Eve,27,Unknown,200,20,2023-01-01,Electronics,20
1333,David,25,Female,200,20,,Clothing,15
1334,Alice,27,Unknown,400,25,,Furniture,10
1335,David,27,Male,100,10,,Furniture,10
1336,Alice,35,Male,400,30,2023-01-01,Electronics,5
1337,Bob,25,Unknown,200,40,,Grocery,15
1338,Alice,35,Female,100,25,2023-02-15,Furniture,5
1339,David,20,Other,248,10,,Grocery,15
1340,Eve,20,Unknown,300,20,,Furniture,13
1341,Alice,25,Other,400,10,,Clothing,13
1343,Charlie,35,Other,100,20,2023-02-15,Electronics,5
1344,Eve,35,Female,100,10,2023-01-01,Clothing,13
1345,Bob,25,Female,248,40,2023-02-15,Furniture,10
1346,David,25,Male,400,30,2023-02-15,Electronics,20
1349,Alice,25,Unknown,200,20,2023-01-01,Furniture,20
1350,Alice,30,Male,248,20,,Electronics,20
1351,Eve,25,Female,400,30,2023-02-15,Furniture,10
1353,Alice,27,Other,100,20,2023-02-15,Clothing,20
1354,Alice,20,Unknown,100,40,2023-01-01,Clothing,5
1355,David,20,Other,300,40,,Grocery,10
1358,Bob,35,Other,400,30,2023-01-01,Furniture,20
1359,Eve,20,Other,300,25,,Grocery,20
